classification,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49,y50,y51,y52,y53,y54,y55,y56,y57,y58,y59,y60,y61,y62,y63,y64,y65,y66,y67,y68,y69,y70,y71,y72,y73,y74,y75,y76,y77,y78,y79,y80,y81,y82,y83,y84,y85,y86,y87,y88,y89,y90,y91,y92,y93,y94,y95,y96,y97,y98,y99
1,0.7229630947113037,0.3782234489917755,-0.014726587571203709,-0.3575497567653656,0.44385576248168945,-0.16368381679058075,0.03650539740920067,0.03581461310386658,-0.3412467837333679,0.283525288105011,0.7147751450538635,-0.1393154412508011,-0.09270129352807999,0.2980850338935852,0.0516754686832428,0.9032859802246094,-0.15431636571884155,-0.1214652881026268,0.4376588463783264,-0.722898006439209,-0.018679479137063026,-0.23444151878356934,-0.26776424050331116,0.01598375476896763,-0.04094819352030754,-0.004454588983207941,-0.3812258243560791,0.47869592905044556,-0.1858704686164856,0.44292187690734863,-0.46260398626327515,0.02186254970729351,0.36150702834129333,-0.7248254418373108,0.3328840136528015,0.22084257006645203,0.4615447521209717,-0.15300217270851135,0.58812016248703,0.13128766417503357,-0.18419085443019867,0.6527252793312073,0.7184422612190247,-0.4300437867641449,0.6025874614715576,-0.4633301794528961,0.6014630794525146,0.3543269634246826,-1.127807378768921,-0.320433109998703,0.39710918068885803,-0.06949976831674576,-0.48432502150535583,-0.181854248046875,0.04511622339487076,1.0086627006530762,-0.03591613098978996,-0.2923784852027893,0.9626322388648987,0.18808013200759888,-0.020178960636258125,-0.44587647914886475,0.09369123727083206,-0.08953383564949036,-0.5759288668632507,0.5583664774894714,-0.5964853763580322,-0.051200371235609055,-1.2321914434432983,0.162017822265625,-0.2526659667491913,0.5237388610839844,0.3099408745765686,0.3846686780452728,0.7154828906059265,0.12440315634012222,0.11824475228786469,0.3186213970184326,0.36843550205230713,-0.37668824195861816,-0.4818020462989807,0.13467726111412048,0.23483867943286896,0.22267340123653412,0.43864643573760986,0.11377079039812088,0.1642732173204422,-0.14457450807094574,0.28831905126571655,0.5959444642066956,-0.09490311145782471,-0.04677046835422516,0.12883813679218292,-0.856759250164032,0.13987551629543304,0.17754964530467987,0.5791698098182678,-0.33413949608802795,-0.4844335913658142,-0.0872286856174469
0,0.774580180644989,0.4525511860847473,-0.03498390316963196,-0.3501504361629486,0.5516759753227234,-0.08231113851070404,0.04864005744457245,0.038594018667936325,-0.3469064235687256,0.28900545835494995,0.6578927636146545,-0.13940483331680298,-0.14958156645298004,0.3016200661659241,0.10328226536512375,0.9018186330795288,-0.0780361071228981,-0.1327987164258957,0.395134299993515,-0.712529182434082,-0.11791957914829254,-0.3353425860404968,-0.2162952721118927,-0.05856341868638992,-0.0464487299323082,-0.03415942192077637,-0.3690778911113739,0.45175519585609436,-0.1599142849445343,0.39132803678512573,-0.4332234859466553,0.037162475287914276,0.4012905955314636,-0.6989439725875854,0.36872678995132446,0.16890622675418854,0.4257289171218872,-0.12017480283975601,0.5302781462669373,0.09423286467790604,-0.26225242018699646,0.6388677358627319,0.7168390154838562,-0.4754825532436371,0.5852354168891907,-0.45612940192222595,0.5222198367118835,0.3731846809387207,-1.1187653541564941,-0.2747371196746826,0.336110919713974,-0.0682540088891983,-0.46814408898353577,-0.14588408172130585,0.10136295109987259,0.953698456287384,0.017768962308764458,-0.28958237171173096,0.9575173258781433,0.21899767220020294,0.0033692470751702785,-0.5249048471450806,0.08467628806829453,-0.09842068701982498,-0.5969601273536682,0.5332068800926208,-0.6035125851631165,-0.015733681619167328,-1.2410657405853271,0.20190158486366272,-0.20206664502620697,0.3807113468647003,0.3125901520252228,0.4009726345539093,0.6987936496734619,0.14318709075450897,0.0656195729970932,0.3386302888393402,0.3269301652908325,-0.38813233375549316,-0.4753885269165039,0.19429059326648712,0.2106991708278656,0.2171286642551422,0.5008202791213989,0.058075904846191406,0.09636268019676208,-0.18330898880958557,0.29973524808883667,0.508371889591217,-0.07151623070240021,-0.06856946647167206,0.18448765575885773,-0.9026695489883423,0.10846677422523499,0.1274884194135666,0.5867791175842285,-0.3073747456073761,-0.4771134853363037,-0.013487247750163078
1,-0.10478667169809341,0.13466159999370575,0.48932644724845886,-0.13802148401737213,0.02678697556257248,0.1677245795726776,0.039142560213804245,-0.13487190008163452,-0.13790512084960938,0.22298087179660797,0.34617921710014343,0.250362753868103,-0.06913569569587708,-0.17483612895011902,-0.2915108799934387,0.1492508202791214,-0.005684856325387955,-0.2136603742837906,-0.3688340187072754,-0.036638952791690826,-0.04766245558857918,-0.1225586012005806,0.09917014092206955,-0.05980108305811882,0.05556831881403923,-0.04722388833761215,0.025206830352544785,0.17601265013217926,-0.05505473539233208,0.2049662321805954,0.06228143349289894,0.09776219725608826,0.03451129049062729,0.05342908203601837,0.2652456760406494,0.41738858819007874,-0.01763990707695484,0.28143590688705444,0.35735833644866943,-0.17143113911151886,0.10136701166629791,-0.1755036860704422,-0.2004346400499344,-0.05784893408417702,0.05566035583615303,-0.19002579152584076,0.09380374103784561,0.1470140814781189,-0.25705453753471375,0.14618493616580963,-0.48842474818229675,-0.023978786543011665,-0.2527386248111725,0.22879719734191895,0.2635595500469208,-0.005996250081807375,-0.11007668823003769,-0.04219707474112511,0.12124176323413849,-0.07914511859416962,0.18054188787937164,0.009453365579247475,0.30921003222465515,0.2180381864309311,-0.3613182008266449,0.415394127368927,0.01912984624505043,-0.18599744141101837,-0.09490393847227097,-0.2529382109642029,-0.3524608314037323,0.04719848558306694,-0.0737435594201088,-0.5433573126792908,-0.0778253823518753,0.48195987939834595,-0.03632547706365585,-0.16339540481567383,0.15087445080280304,-0.04261916130781174,-0.22237440943717957,0.26850637793540955,-0.06711100786924362,0.071795254945755,0.10869486629962921,-0.19839102029800415,0.20593959093093872,0.16325633227825165,0.048920970410108566,0.2580837905406952,-0.1753283590078354,-0.051567427814006805,0.23278926312923431,-0.17276760935783386,0.3523354232311249,-0.03249035403132439,0.150623619556427,-0.14358553290367126,-0.1530652940273285,-0.05437592789530754
0,-0.07543337345123291,0.16986395418643951,0.49523240327835083,-0.15481142699718475,0.08888769894838333,0.17529918253421783,0.029433855786919594,-0.10986535251140594,-0.09111006557941437,0.2131100445985794,0.3300708830356598,0.26363369822502136,-0.11604424566030502,-0.22601903975009918,-0.3260047435760498,0.16734209656715393,0.012143921107053757,-0.20853252708911896,-0.3728390336036682,-0.08554542809724808,-0.049427520483732224,-0.11403743177652359,0.10631909966468811,-0.06648001074790955,0.08013954013586044,-0.02971658483147621,0.0074417139403522015,0.12725956737995148,-0.03464028611779213,0.15023726224899292,0.011650355532765388,0.14033031463623047,0.011843073181807995,0.07265844196081161,0.2726712226867676,0.45671355724334717,-0.04026058688759804,0.25604483485221863,0.33400729298591614,-0.20227602124214172,0.06419485062360764,-0.2432023286819458,-0.20399650931358337,-0.047722846269607544,0.09662134200334549,-0.1812400221824646,0.10425455868244171,0.1371164619922638,-0.24888074398040771,0.12337423115968704,-0.48608845472335815,-0.04983047768473625,-0.26726454496383667,0.2659662961959839,0.24177196621894836,-0.00567291397601366,-0.08701414614915848,-0.0318143405020237,0.15886180102825165,-0.08051139861345291,0.20678764581680298,0.0022675057407468557,0.3247974216938019,0.26486894488334656,-0.350798100233078,0.4260897636413574,-0.019563693553209305,-0.22694428265094757,-0.13510631024837494,-0.23166485130786896,-0.30815389752388,0.06712572276592255,-0.045633915811777115,-0.5348070859909058,-0.08305888622999191,0.46497654914855957,-0.043180614709854126,-0.09838097542524338,0.10950464010238647,-0.022687489166855812,-0.26244208216667175,0.27034151554107666,-0.07573464512825012,0.0534677617251873,0.11563223600387573,-0.2303852140903473,0.18468919396400452,0.15556347370147705,0.08423221856355667,0.29689693450927734,-0.14422522485256195,-0.04755584895610809,0.22431741654872894,-0.1903364658355713,0.3859099745750427,-0.006032517645508051,0.1521676480770111,-0.15807679295539856,-0.167806476354599,-0.04540757089853287
1,-0.808480441570282,0.26779288053512573,0.3574864864349365,-0.09530902653932571,-0.31810516119003296,-0.004032433964312077,-0.025508299469947815,0.24340394139289856,-0.07297465205192566,-0.04332523047924042,0.16176900267601013,0.3504532277584076,-0.5294902324676514,0.12251941114664078,-0.32091718912124634,0.46297401189804077,0.3304787576198578,-0.14839503169059753,-0.24428240954875946,-0.011509744450449944,0.3347274661064148,0.04167263209819794,0.28904151916503906,-0.018199777230620384,0.4690121114253998,-0.12083980441093445,-0.18308410048484802,0.33567845821380615,0.05567670613527298,0.20238660275936127,0.48016297817230225,0.043975748121738434,-0.39883801341056824,0.07942157983779907,0.35060539841651917,0.37116739153862,0.5200352668762207,0.7659823894500732,0.31806978583335876,-0.11640461534261703,-0.29747915267944336,-0.5556076169013977,-0.394826740026474,0.2862342298030853,-0.013859930448234081,0.08991888910531998,0.2257007509469986,0.004832641687244177,-0.3478412926197052,0.26771819591522217,-0.2372370958328247,-0.2431011199951172,-0.0731372982263565,0.3940819501876831,0.2735700309276581,-0.1925332397222519,-0.188808873295784,-0.08666662126779556,-0.041081275790929794,0.2825222313404083,-0.019692273810505867,0.01613236963748932,0.4695986807346344,0.09509006887674332,-0.714095413684845,0.4019778370857239,-0.13899266719818115,-0.5187692046165466,0.12859567999839783,-0.1989937275648117,-0.5410498976707458,-0.09449362009763718,0.16835828125476837,-0.24585528671741486,-0.08879067748785019,0.6457512974739075,-0.17347754538059235,-0.07197560369968414,0.5877371430397034,0.18275617063045502,-0.37174397706985474,0.1604895293712616,-0.17585496604442596,-0.027169102802872658,0.3080733120441437,-0.22444762289524078,0.2216268926858902,0.4520374536514282,-0.07655531913042068,0.39546871185302734,0.051070306450128555,-0.1989666074514389,-0.0060037290677428246,0.06047964096069336,1.0155047178268433,0.08406813442707062,0.041434064507484436,-0.07932461053133011,-0.5203762054443359,0.08161544799804688
0,-0.0434907041490078,0.12439803034067154,0.4221164286136627,-0.045164577662944794,-0.03006153739988804,0.09600887447595596,0.012012598104774952,-0.14481869339942932,-0.07362863421440125,0.22376194596290588,0.3372862637042999,0.19126372039318085,-0.10980883240699768,0.002588231349363923,-0.16328290104866028,0.06451717019081116,0.07937974482774734,-0.15799246728420258,-0.17560116946697235,-0.07905469089746475,-0.024199530482292175,-0.16475963592529297,-0.04044906049966812,-0.05840127170085907,0.06993255764245987,-0.11455473303794861,0.03418457880616188,0.2797988951206207,0.0024173420388251543,0.22980450093746185,0.07111197710037231,0.07144765555858612,0.07030108571052551,0.05231739953160286,0.20760153234004974,0.3266827166080475,-0.023339027538895607,0.2017391324043274,0.3348206877708435,-0.15527652204036713,0.08832239359617233,0.008015124127268791,-0.11308767646551132,-0.11912518739700317,0.09141688048839569,-0.23996008932590485,0.11359391361474991,0.13550083339214325,-0.32586759328842163,0.07809880375862122,-0.4790278971195221,-0.025307824835181236,-0.21599987149238586,0.16751742362976074,0.2755367159843445,0.027306929230690002,-0.014399830251932144,-0.0017987733008340001,0.09451614320278168,-0.07871821522712708,0.09378425776958466,-0.007939096540212631,0.15895099937915802,0.1426207572221756,-0.29832303524017334,0.3540877103805542,0.0800018161535263,-0.030620599165558815,-0.20625953376293182,-0.1860930174589157,-0.26366013288497925,-0.032517507672309875,0.025512881577014923,-0.2608410716056824,0.04538814350962639,0.36737656593322754,-0.1126164048910141,-0.2231689840555191,0.24021802842617035,0.011192322708666325,-0.19904528558254242,0.22705551981925964,0.0484403632581234,0.2005458027124405,0.18174655735492706,-0.0639205053448677,0.10108046233654022,0.10875140130519867,0.009248522110283375,0.30752837657928467,-0.09079337865114212,-0.10992561280727386,0.19164665043354034,-0.12112484872341156,0.32934778928756714,-0.06757061183452606,0.18036045134067535,-0.09263459593057632,-0.12559443712234497,0.07412578910589218
1,-0.059561699628829956,0.9039198160171509,0.46873360872268677,0.08228778094053268,-0.6226805448532104,0.1791510134935379,0.4054732322692871,0.47703489661216736,-0.2697247862815857,-0.6141262650489807,0.6470815539360046,0.2028941959142685,-0.11263112723827362,1.264022946357727,-0.05935676023364067,0.80580735206604,0.8774287700653076,-0.36239367723464966,0.4144537150859833,-0.33773133158683777,-0.8346571922302246,-0.08729832619428635,-0.24741026759147644,0.6834113001823425,-0.21228794753551483,-0.08716319501399994,-0.7452573180198669,0.9866903424263,0.6044343709945679,-0.19566717743873596,-0.01237111259251833,-0.22012244164943695,-0.44772377610206604,-0.5005930662155151,-0.04851905256509781,-0.22391925752162933,0.5559262633323669,0.7830714583396912,0.21099179983139038,0.6199453473091125,-0.32195159792900085,1.668394923210144,0.23405614495277405,0.01588188111782074,-0.505957305431366,0.09330940246582031,0.35676705837249756,0.4978358745574951,-1.2330433130264282,-0.2837349474430084,0.27190670371055603,0.28516528010368347,-0.2250998169183731,0.061088379472494125,0.24579985439777374,0.641143798828125,0.18231962621212006,-0.7727823257446289,0.5677241683006287,-0.4743328392505646,0.25831514596939087,-1.0678505897521973,0.006811858620494604,0.7966541051864624,-0.8618260025978088,-0.277492493391037,0.07505404204130173,-0.19251395761966705,-0.3568437993526459,-0.28333136439323425,-0.8042071461677551,0.016378866508603096,0.7173550724983215,-0.4037037491798401,0.9138901829719543,0.254590779542923,-0.10144920647144318,0.2734995484352112,0.7500677704811096,-0.45067447423934937,-0.9001080393791199,0.27723389863967896,-0.43878278136253357,-0.2023169845342636,0.54100501537323,0.3957642912864685,1.0902667045593262,-0.7716503143310547,0.1634468287229538,-0.6837117671966553,0.5655143857002258,0.04036979377269745,-0.16854839026927948,-0.2070005238056183,0.06409627944231033,-0.32647407054901123,0.4779743552207947,-0.24220511317253113,-0.26124557852745056,0.19082708656787872
0,-0.06187336891889572,0.10370558500289917,0.521452784538269,-0.03267059847712517,-0.03347272425889969,0.120258629322052,0.0062951501458883286,-0.21918529272079468,-0.07630949467420578,0.23279981315135956,0.38585206866264343,0.22130589187145233,-0.0892781913280487,-0.007243327330797911,-0.17174705862998962,0.05274374410510063,0.09689591079950333,-0.182953342795372,-0.2181098610162735,-0.07319700717926025,-0.040603190660476685,-0.16610509157180786,-0.01391142513602972,-0.04232145845890045,0.03218218311667442,-0.14963151514530182,0.03678970783948898,0.2885780334472656,-0.015660133212804794,0.25662875175476074,0.07802625745534897,0.07870155572891235,0.0950077474117279,0.05374937877058983,0.2317114770412445,0.341194212436676,-0.03266828507184982,0.2181423008441925,0.37635862827301025,-0.14385202527046204,0.13324932754039764,0.02213182859122753,-0.14156591892242432,-0.11272197961807251,0.0914406105875969,-0.24620488286018372,0.09893107414245605,0.15513524413108826,-0.36389774084091187,0.09552296251058578,-0.5731406211853027,-0.009409667924046516,-0.20522260665893555,0.1416720300912857,0.29930439591407776,0.04586206004023552,-0.022779103368520737,0.0103759765625,0.08240212500095367,-0.10038194060325623,0.14003026485443115,0.004146975930780172,0.15336725115776062,0.1689443737268448,-0.32779937982559204,0.3782224655151367,0.11827397346496582,-0.026269419118762016,-0.19045376777648926,-0.1975029706954956,-0.3045761287212372,-0.04396392032504082,-0.004896180704236031,-0.3277379870414734,0.004794958047568798,0.386661171913147,-0.12216056138277054,-0.3020164668560028,0.263250470161438,0.04035905376076698,-0.212997704744339,0.27008166909217834,0.03365820273756981,0.18070386350154877,0.20891086757183075,-0.07412886619567871,0.09631755948066711,0.11826852709054947,0.02013428695499897,0.31665027141571045,-0.10118559747934341,-0.14219653606414795,0.24246862530708313,-0.14798252284526825,0.33159804344177246,-0.09079603850841522,0.17307239770889282,-0.12158217281103134,-0.16232752799987793,0.0676264688372612
1,0.1895245760679245,-0.8345322608947754,0.4014241695404053,-0.8700553178787231,-0.5551239252090454,-0.00027930529904551804,0.035027876496315,-0.642236053943634,0.618238091468811,0.0865892693400383,0.19363677501678467,0.5385957360267639,-0.31947624683380127,0.44698894023895264,0.2646835446357727,0.5894692540168762,-0.593121349811554,-0.4663739502429962,0.08988486975431442,-0.5358627438545227,-0.47714611887931824,0.20485712587833405,0.46404996514320374,0.07936959713697433,0.1402074098587036,-0.12010206282138824,0.0058093988336622715,0.4798336625099182,0.03588329255580902,0.7645455002784729,0.4865258038043976,0.26056572794914246,-0.4687058627605438,0.5029439330101013,0.48848697543144226,0.3549060821533203,0.2593836486339569,-0.06372852623462677,-0.270486056804657,-0.5474953651428223,-0.1619345098733902,0.8159888982772827,-0.27837324142456055,0.29773157835006714,0.2550128102302551,-0.7096472978591919,-0.09015712887048721,-0.7826637625694275,-1.2734545469284058,0.1463301181793213,-0.04277481883764267,-0.1300329566001892,0.12362991273403168,-0.11887957900762558,0.4642435610294342,1.0196083784103394,-0.6427752375602722,-0.5515769124031067,0.3938692510128021,-0.4924071431159973,-1.1327028274536133,0.11194396018981934,0.41536638140678406,-0.3024900555610657,-0.6537538170814514,-0.2619037330150604,-0.44100308418273926,0.21023352444171906,-0.7144224047660828,0.6578243374824524,-0.11076924204826355,0.32263025641441345,0.5688801407814026,0.7299513816833496,0.7141033411026001,-0.47966712713241577,0.06311489641666412,-0.4252721965312958,0.3612063527107239,0.32992783188819885,-0.2764364778995514,-0.3011937737464905,-0.33849039673805237,0.8438242673873901,0.7212494611740112,0.26936402916908264,-0.2591421604156494,0.3060479164123535,-0.13204330205917358,0.9570459723472595,-0.2918492257595062,-0.2820950746536255,0.8608168363571167,-0.10969515889883041,0.7558711171150208,-0.19130443036556244,0.11178850382566452,0.21954624354839325,-0.32255735993385315,0.27266058325767517
0,-0.10618556290864944,0.23424957692623138,0.5694683790206909,-0.04924662038683891,0.039839886128902435,0.21834199130535126,0.011786827817559242,-0.17102809250354767,-0.11093277484178543,0.17364506423473358,0.39001184701919556,0.2681680917739868,-0.17276209592819214,-0.04801957681775093,-0.23812825977802277,0.052333272993564606,0.13572634756565094,-0.2278437614440918,-0.30472221970558167,-0.06584306806325912,0.05862682685256004,-0.2614828944206238,0.027470923960208893,-0.05927446857094765,0.030530782416462898,-0.17738662660121918,0.06571450084447861,0.31832337379455566,0.0076982188038527966,0.24520531296730042,-0.025653190910816193,0.0824219360947609,-0.0286945179104805,-0.017452334985136986,0.1655568927526474,0.5043057799339294,-0.005220766644924879,0.20986688137054443,0.390616238117218,-0.1767403930425644,0.08877644687891006,-0.05095803365111351,-0.16397029161453247,-0.17009933292865753,0.2024383395910263,-0.11656050384044647,0.0339762382209301,0.2732257843017578,-0.24421089887619019,0.13889500498771667,-0.6051695346832275,-0.004327597562223673,-0.2497866153717041,0.30719372630119324,0.32115811109542847,-0.1306033879518509,0.00646871468052268,0.01618221402168274,0.13188864290714264,-0.1295965313911438,0.16884954273700714,0.05239219218492508,0.21653033792972565,0.2135249674320221,-0.4529666304588318,0.4029823839664459,0.08103467524051666,-0.09424737840890884,-0.10366032272577286,-0.1314588189125061,-0.37722480297088623,-0.05875515937805176,0.033839672803878784,-0.412699431180954,-0.1614210605621338,0.5612515211105347,-0.137372687458992,-0.3001933693885803,0.21911627054214478,0.06523522734642029,-0.3060012459754944,0.2989374101161957,0.038707684725522995,0.13389436900615692,0.2312890738248825,-0.1672024130821228,-0.020047035068273544,0.20046687126159668,-0.06556747108697891,0.33479878306388855,-0.006775883957743645,-0.183916375041008,0.2821892201900482,-0.12184301763772964,0.36719462275505066,-0.05592992901802063,0.08501181751489639,-0.1852194368839264,-0.3158232271671295,-0.11916425079107285
